Gene	Is gene significantly up- or downregulated in aging MII oocytes?	Source	Species
GAK	up	Steuerwald 2007	human
GGCX	up	Steuerwald 2007	human
GOSR1	up	Steuerwald 2007	human
GPR2	up	Steuerwald 2007	human
GPRK5	up	Steuerwald 2007	human
GPRK5	up	Steuerwald 2007	human
GSK3A	up	Steuerwald 2007	human
GTF2A2	up	Steuerwald 2007	human
HAT1	up	Steuerwald 2007	human
HPH2	up	Steuerwald 2007	human
IFNAR2	up	Steuerwald 2007	human
IGF1R	up	Steuerwald 2007	human
IKBKAP	up	Steuerwald 2007	human
IL17R	up	Steuerwald 2007	human
ILF1	up	Steuerwald 2007	human
JAK1	up	Steuerwald 2007	human
JIK	up	Steuerwald 2007	human
JUNB	up	Steuerwald 2007	human
KIP2 	up	Steuerwald 2007	human
KPNA2	up	Steuerwald 2007	human
LDHA	up	Steuerwald 2007	human
LIMD1	up	Steuerwald 2007	human
MAPK1	up	Steuerwald 2007	human
MAPK13	up	Steuerwald 2007	human
MNB/DYRK	up	Steuerwald 2007	human
MPG	up	Steuerwald 2007	human
MPL	up	Steuerwald 2007	human
MSH6	up	Steuerwald 2007	human
MVK	up	Steuerwald 2007	human
NDUFA4	up	Steuerwald 2007	human
NDUFA6	up	Steuerwald 2007	human
NDUFB2	up	Steuerwald 2007	human
NDUFS4	up	Steuerwald 2007	human
NDUFS5	up	Steuerwald 2007	human
NEK2	up	Steuerwald 2007	human
NT5C2	up	Steuerwald 2007	human
NUP98 	up	Steuerwald 2007	human
NUTF2	up	Steuerwald 2007	human
O14957	up	Steuerwald 2007	human
O60684	up	Steuerwald 2007	human
O75457	up	Steuerwald 2007	human
O95324	up	Steuerwald 2007	human
PACSIN2	up	Steuerwald 2007	human
PCCB	up	Steuerwald 2007	human
PCCB	up	Steuerwald 2007	human
PCSK5	up	Steuerwald 2007	human
PDPK1	up	Steuerwald 2007	human
PFKP	up	Steuerwald 2007	human
PIAS1 	up	Steuerwald 2007	human
PLCG2	up	Steuerwald 2007	human
PPARBP	up	Steuerwald 2007	human
PPP2R1B	up	Steuerwald 2007	human
PRDM4	up	Steuerwald 2007	human
PRDX4	up	Steuerwald 2007	human
PRPS2	up	Steuerwald 2007	human
PSMD1	up	Steuerwald 2007	human
PSMD2	up	Steuerwald 2007	human
PSMD5	up	Steuerwald 2007	human
PSMD9	up	Steuerwald 2007	human
PXR1	up	Steuerwald 2007	human
Q15347	up	Steuerwald 2007	human
Q15751	up	Steuerwald 2007	human
Q15813	up	Steuerwald 2007	human
Q86X73	up	Steuerwald 2007	human
Q9H2G0	up	Steuerwald 2007	human
Q9HBR7	up	Steuerwald 2007	human
Q9Y3P9	up	Steuerwald 2007	human
RAB14	up	Steuerwald 2007	human
RAB36 	up	Steuerwald 2007	human
RAB4A	up	Steuerwald 2007	human
RAB5B	up	Steuerwald 2007	human
RAB6A	up	Steuerwald 2007	human
RAD1	up	Steuerwald 2007	human
RAD1B	up	Steuerwald 2007	human
REC1	up	Steuerwald 2007	human
RPL12	up	Steuerwald 2007	human
RPL35	up	Steuerwald 2007	human
RPL41	up	Steuerwald 2007	human
RPL6	up	Steuerwald 2007	human
RPL7A	up	Steuerwald 2007	human
RPLP1	up	Steuerwald 2007	human
RPS10	up	Steuerwald 2007	human
RPS12	up	Steuerwald 2007	human
RPS15	up	Steuerwald 2007	human
RPS23	up	Steuerwald 2007	human
RPS27	up	Steuerwald 2007	human
RPS3	up	Steuerwald 2007	human
RPS4X	up	Steuerwald 2007	human
SCARB2	up	Steuerwald 2007	human
SDHA 	up	Steuerwald 2007	human
SEC24C	up	Steuerwald 2007	human
SLC25A14	up	Steuerwald 2007	human
SLC25A20	up	Steuerwald 2007	human
SNX14	up	Steuerwald 2007	human
SORL1 	up	Steuerwald 2007	human
SOX15	up	Steuerwald 2007	human
STAT1	up	Steuerwald 2007	human
SUCLA2	up	Steuerwald 2007	human
SUCLG1	up	Steuerwald 2007	human
TBCC	up	Steuerwald 2007	human
TCEB3	up	Steuerwald 2007	human
TLK1	up	Steuerwald 2007	human
TNFRSF10B	up	Steuerwald 2007	human
TOMM40	up	Steuerwald 2007	human
TRIP12	up	Steuerwald 2007	human
UBCH9	up	Steuerwald 2007	human
UBE2H	up	Steuerwald 2007	human
UBE2V	up	Steuerwald 2007	human
UBE3A	up	Steuerwald 2007	human
UCP2	up	Steuerwald 2007	human
UQCRC2	up	Steuerwald 2007	human
WARS	up	Steuerwald 2007	human
ZNF143	up	Steuerwald 2007	human
AGO4	down	Barone 2020	human
AAMP	down	Barone 2020	human
AARS	down	Barone 2020	human
ABCB10	up	Barone 2020	human
ABCC4	up	Barone 2020	human
ABLIM1	down	Barone 2020	human
ACAD8	down	Barone 2020	human
ACD	down	Barone 2020	human
ACOX1	up	Barone 2020	human
ACTB	up	Barone 2020	human
ACTR1A	up	Barone 2020	human
ADAM15	down	Barone 2020	human
ADAMTS17	up	Barone 2020	human
ADAMTS2	up	Barone 2020	human
ADAMTSL5	down	Barone 2020	human
ADAT1	down	Barone 2020	human
ADCY3	up	Barone 2020	human
ADPRM	down	Barone 2020	human
ADRA2B	down	Barone 2020	human
ADRBK2	up	Barone 2020	human
AFAP1L2	down	Barone 2020	human
AFG3L2	up	Barone 2020	human
AGFG2	down	Barone 2020	human
AGMO	up	Barone 2020	human
AGPAT6	up	Barone 2020	human
AHNAK	up	Barone 2020	human
AIFM1	down	Barone 2020	human
AIM1	up	Barone 2020	human
AK5	down	Barone 2020	human
AKAP1	down	Barone 2020	human
AKAP11	down	Barone 2020	human
AKAP6	down	Barone 2020	human
AKIRIN1	up	Barone 2020	human
AKR1B10	up	Barone 2020	human
ALAD	up	Barone 2020	human
ALDH18A1	up	Barone 2020	human
ALDH1A2	up	Barone 2020	human
ALDH1B1	down	Barone 2020	human
ALDH6A1	up	Barone 2020	human
ALDOA	up	Barone 2020	human
ALKBH2	down	Barone 2020	human
ALKBH5	down	Barone 2020	human
ALOX15	down	Barone 2020	human
AMER1	up	Barone 2020	human
AMIGO1	up	Barone 2020	human
ANAPC16	up	Barone 2020	human
ANKH	down	Barone 2020	human
ANKRD11	down	Barone 2020	human
ANKRD13C	down	Barone 2020	human
ANKRD20A9P	up	Barone 2020	human
ANKRD26P1	down	Barone 2020	human
ANKRD27	up	Barone 2020	human
ANKRD42	down	Barone 2020	human
ANKRD45	up	Barone 2020	human
ANKS1A	up	Barone 2020	human
ANO5	up	Barone 2020	human
ANXA2	up	Barone 2020	human
AP3S2	up	Barone 2020	human
APBA1	down	Barone 2020	human
APPL2	up	Barone 2020	human
AQP6	up	Barone 2020	human
AQP7P1	up	Barone 2020	human
ARF5	down	Barone 2020	human
ARG2	down	Barone 2020	human
ARGFX	up	Barone 2020	human
ARHGAP1	up	Barone 2020	human
ARHGAP18	up	Barone 2020	human
ARHGAP19,ARHGAP19-	up	Barone 2020	human
ARHGAP20	up	Barone 2020	human
ARHGAP31	up	Barone 2020	human
ARHGAP40	up	Barone 2020	human
ARHGAP42	down	Barone 2020	human
ARHGDIA	up	Barone 2020	human
ARHGEF10	up	Barone 2020	human
ARHGEF6	up	Barone 2020	human
ARID3B	down	Barone 2020	human
ARIH1	down	Barone 2020	human
ARL2BP	up	Barone 2020	human
ARL8B	down	Barone 2020	human
ARPP19	up	Barone 2020	human
ARRDC4	up	Barone 2020	human
ARV1	down	Barone 2020	human
ASAP2	down	Barone 2020	human
ASB6	down	Barone 2020	human
ASF1B	up	Barone 2020	human
ASPH	up	Barone 2020	human
ASPHD1	down	Barone 2020	human
ASTL	up	Barone 2020	human
ASTN2	up	Barone 2020	human
ASUN	up	Barone 2020	human
ATAD3C	down	Barone 2020	human
ATF1	down	Barone 2020	human
ATF6	up	Barone 2020	human
ATG2B	up	Barone 2020	human
ATIC	up	Barone 2020	human
ATMIN	down	Barone 2020	human
ATP10B	down	Barone 2020	human
ATP10D	up	Barone 2020	human
ATP11B	down	Barone 2020	human
ATP13A1	up	Barone 2020	human
ATP1B3	down	Barone 2020	human
ATP5F1	down	Barone 2020	human
ATP6AP2	up	Barone 2020	human
ATP6V0A4	up	Barone 2020	human
ATP6V1C1	down	Barone 2020	human
ATP6V1G1	down	Barone 2020	human
ATP7A	up	Barone 2020	human
ATPAF2	down	Barone 2020	human
ATRN	up	Barone 2020	human
ATXN3	up	Barone 2020	human
ATXN7L2	down	Barone 2020	human
AXIN2	down	Barone 2020	human
AZIN1	down	Barone 2020	human
B2M	up	Barone 2020	human
B3GALNT2	up	Barone 2020	human
B3GNT4	down	Barone 2020	human
B3GNT6	up	Barone 2020	human
B3GNT7	down	Barone 2020	human
BAG3	up	Barone 2020	human
BAG4	up	Barone 2020	human
BAIAP2L2	down	Barone 2020	human
BAK1	up	Barone 2020	human
BANP	down	Barone 2020	human
BARX2	down	Barone 2020	human
BATF2	down	Barone 2020	human
BBS5	up	Barone 2020	human
BCAS2	up	Barone 2020	human
BCL2L1	down	Barone 2020	human
BCL2L11	up	Barone 2020	human
BCL2L15	up	Barone 2020	human
BCRP2	down	Barone 2020	human
BEND3P3	down	Barone 2020	human
BLOC1S2	up	Barone 2020	human
BMPR2	down	Barone 2020	human
BMS1P20	up	Barone 2020	human
BPNT1	up	Barone 2020	human
BRK1	up	Barone 2020	human
BRS3	down	Barone 2020	human
BTBD2	down	Barone 2020	human
BTBD7	down	Barone 2020	human
BYSL	down	Barone 2020	human
C10orf12	up	Barone 2020	human
C10orf2	down	Barone 2020	human
C10orf32,C10orf32-ASMT	up	Barone 2020	human
C10orf76	up	Barone 2020	human
C11orf84	down	Barone 2020	human
C12orf49	up	Barone 2020	human
C12orf75	up	Barone 2020	human
C14orf1	up	Barone 2020	human
C14orf2	down	Barone 2020	human
C15orf39	up	Barone 2020	human
C16orf87	up	Barone 2020	human
C17orf103	up	Barone 2020	human
C17orf51	up	Barone 2020	human
C18orf25	down	Barone 2020	human
C19orf24	down	Barone 2020	human
C19orf57	down	Barone 2020	human
C1orf146	up	Barone 2020	human
C1orf21	down	Barone 2020	human
C1orf220	up	Barone 2020	human
C1orf226	down	Barone 2020	human
C1orf233	down	Barone 2020	human
C2CD5	down	Barone 2020	human
C3orf70	up	Barone 2020	human
C4orf19	up	Barone 2020	human
C5orf27	up	Barone 2020	human
C5orf28	up	Barone 2020	human
C5orf49	up	Barone 2020	human
C5orf55	up	Barone 2020	human
C5orf64	up	Barone 2020	human
C6orf99	up	Barone 2020	human
C7orf26	up	Barone 2020	human
C8orf33	up	Barone 2020	human
C9orf40	down	Barone 2020	human
C9orf41	down	Barone 2020	human
CA5BP1	up	Barone 2020	human
CABYR	down	Barone 2020	human
CACNA1C-IT2	up	Barone 2020	human
CACNA1H	down	Barone 2020	human
CACNG2	up	Barone 2020	human
CACNG7	down	Barone 2020	human
CALB1	down	Barone 2020	human
CALML4	down	Barone 2020	human
CALU	up	Barone 2020	human
CAMK1D	down	Barone 2020	human
CAMK2N1	up	Barone 2020	human
CAMSAP1	down	Barone 2020	human
CAND1	down	Barone 2020	human
CAPN3	up	Barone 2020	human
CARD6	down	Barone 2020	human
CAV2	up	Barone 2020	human
CBLB	up	Barone 2020	human
CBR4	up	Barone 2020	human
CBX8	up	Barone 2020	human
CC2D1A	up	Barone 2020	human
CCAR1	down	Barone 2020	human
CCDC101	down	Barone 2020	human
CCDC106	up	Barone 2020	human
CCDC130	up	Barone 2020	human
CCDC144B	up	Barone 2020	human
CCDC159	down	Barone 2020	human
CCDC171	down	Barone 2020	human
CCDC174	up	Barone 2020	human
CCDC177	down	Barone 2020	human
CCDC43	down	Barone 2020	human
CCDC58	up	Barone 2020	human
CCDC87	down	Barone 2020	human
CCDC88A	down	Barone 2020	human
CCDC9	down	Barone 2020	human
CCDC92	up	Barone 2020	human
CCL28	up	Barone 2020	human
CCNG1	down	Barone 2020	human
CCNT1	down	Barone 2020	human
CCNT2	down	Barone 2020	human
CCP110	up	Barone 2020	human
CCRN4L	up	Barone 2020	human
CD248	up	Barone 2020	human
CD82	up	Barone 2020	human
CDC20	up	Barone 2020	human
CDC25B	down	Barone 2020	human
CDC42	down	Barone 2020	human
CDC42EP4	up	Barone 2020	human
CDCA4	down	Barone 2020	human
CDCA8	up	Barone 2020	human
CDH3	down	Barone 2020	human
CDH9	down	Barone 2020	human
CDK5R2	down	Barone 2020	human
CDKL1	up	Barone 2020	human
CDKL2	down	Barone 2020	human
CDT1	up	Barone 2020	human
CELF1	down	Barone 2020	human
CELF2	down	Barone 2020	human
CENPH	down	Barone 2020	human
CEP128	up	Barone 2020	human
CEP152	up	Barone 2020	human
CEP170B	down	Barone 2020	human
CFL1	down	Barone 2020	human
CHAF1A	down	Barone 2020	human
CHAMP1	down	Barone 2020	human
CHCHD2	down	Barone 2020	human
CHD7	down	Barone 2020	human
CHD9	up	Barone 2020	human
CHEK2P2	down	Barone 2020	human
CHERP	down	Barone 2020	human
CHMP2B	up	Barone 2020	human
CHMP4B	down	Barone 2020	human
CHMP7	down	Barone 2020	human
CHST10	down	Barone 2020	human
CHST6	up	Barone 2020	human
CIART	down	Barone 2020	human
CIPC	up	Barone 2020	human
CIRBP	down	Barone 2020	human
CKAP4	down	Barone 2020	human
CLCN5	down	Barone 2020	human
CLDND1	up	Barone 2020	human
CLEC2D	up	Barone 2020	human
CLEC4D	up	Barone 2020	human
CLN6	down	Barone 2020	human
CLPX	down	Barone 2020	human
CLSTN3	down	Barone 2020	human
CMBL	up	Barone 2020	human
CMKLR1	down	Barone 2020	human
CMTR1	down	Barone 2020	human
CNBP	down	Barone 2020	human
CNDP2	down	Barone 2020	human
CNN1	up	Barone 2020	human
CNOT11	down	Barone 2020	human
CNTD2	up	Barone 2020	human
CNTLN	up	Barone 2020	human
COA1	up	Barone 2020	human
COA7	down	Barone 2020	human
COG3	up	Barone 2020	human
COIL	down	Barone 2020	human
COL6A1	up	Barone 2020	human
COLEC10	up	Barone 2020	human
COLEC12	down	Barone 2020	human
COMMD4	down	Barone 2020	human
COMMD9	up	Barone 2020	human
CORO2A	up	Barone 2020	human
COX18	up	Barone 2020	human
COX4I1	down	Barone 2020	human
COX5A	down	Barone 2020	human
COX7A2L	down	Barone 2020	human
CPLX4	down	Barone 2020	human
CPSF4L	down	Barone 2020	human
CPT2	up	Barone 2020	human
CRAMP1L	down	Barone 2020	human
CREB1	down	Barone 2020	human
CRIPT	up	Barone 2020	human
CRMP1	down	Barone 2020	human
CRNKL1	up	Barone 2020	human
CRNN	up	Barone 2020	human
CROCC	up	Barone 2020	human
CRTAP	down	Barone 2020	human
CRX	up	Barone 2020	human
CRY1	down	Barone 2020	human
CRYZL1	down	Barone 2020	human
CSE1L	down	Barone 2020	human
CSF1R	down	Barone 2020	human
CSTB	down	Barone 2020	human
CSTF3	down	Barone 2020	human
CTAGE5	down	Barone 2020	human
CTBP1-AS2	up	Barone 2020	human
CTC1	up	Barone 2020	human
CTDSPL2	up	Barone 2020	human
CTNNB1	up	Barone 2020	human
CTNND1	down	Barone 2020	human
CTRB1	down	Barone 2020	human
CTRB2	down	Barone 2020	human
CTSC	up	Barone 2020	human
CTSV	up	Barone 2020	human
CTTNBP2	down	Barone 2020	human
CWC22	down	Barone 2020	human
CXXC4	down	Barone 2020	human
CYFIP2	down	Barone 2020	human
CYLD	down	Barone 2020	human
CYP1B1	down	Barone 2020	human
CYP4A11	up	Barone 2020	human
CYTH3	down	Barone 2020	human
DAD1	down	Barone 2020	human
DCAF4L2	up	Barone 2020	human
DCBLD2	up	Barone 2020	human
DCC	up	Barone 2020	human
DCHS2	down	Barone 2020	human
DCLRE1C	up	Barone 2020	human
DCP1B	up	Barone 2020	human
DCTN5	down	Barone 2020	human
DCUN1D5	down	Barone 2020	human
DDIT4	up	Barone 2020	human
DDN	down	Barone 2020	human
DDX18	down	Barone 2020	human
DDX23	down	Barone 2020	human
DDX50	down	Barone 2020	human
DDX55	down	Barone 2020	human
DECR1	down	Barone 2020	human
DEGS1	up	Barone 2020	human
DEK	down	Barone 2020	human
DENND4B	down	Barone 2020	human
DERL2	up	Barone 2020	human
DFFA	up	Barone 2020	human
DFFB	up	Barone 2020	human
DFNA5	up	Barone 2020	human
DGCR2	down	Barone 2020	human
DGKB	down	Barone 2020	human
DGKQ	up	Barone 2020	human
DHTKD1	up	Barone 2020	human
DLD	down	Barone 2020	human
DLG5	up	Barone 2020	human
DLGAP4	down	Barone 2020	human
DLGAP5	up	Barone 2020	human
DMBT1P1	up	Barone 2020	human
DMD	down	Barone 2020	human
DMRTA1	down	Barone 2020	human
DMWD	down	Barone 2020	human
DNAH10	down	Barone 2020	human
DNAJB4	down	Barone 2020	human
DNAJC1	down	Barone 2020	human
DNAJC11	up	Barone 2020	human
DNAJC16	up	Barone 2020	human
DNAJC2	down	Barone 2020	human
DNM1P46	down	Barone 2020	human
DNM2	down	Barone 2020	human
DOCK1	down	Barone 2020	human
DOCK10	down	Barone 2020	human
DPAGT1	up	Barone 2020	human
DPF2	up	Barone 2020	human
DPP9	down	Barone 2020	human
DPPA5	up	Barone 2020	human
DPYSL3	up	Barone 2020	human
DSCC1	down	Barone 2020	human
DSP	up	Barone 2020	human
DTWD2	down	Barone 2020	human
DTX3L	up	Barone 2020	human
DUSP27	down	Barone 2020	human
DUSP8	up	Barone 2020	human
DYNAP	up	Barone 2020	human
DYNC1H1	up	Barone 2020	human
DYNLL1	up	Barone 2020	human
DYSF	down	Barone 2020	human
EBF1	down	Barone 2020	human
EBP	up	Barone 2020	human
EDAR	down	Barone 2020	human
EEF1G	up	Barone 2020	human
EEPD1	down	Barone 2020	human
EFNB2	up	Barone 2020	human
EFR3A	up	Barone 2020	human
EGLN3	up	Barone 2020	human
EHBP1	up	Barone 2020	human
EHD2	up	Barone 2020	human
EIF2S2	up	Barone 2020	human
EIF3E	down	Barone 2020	human
EIF3I	up	Barone 2020	human
EIF3K	up	Barone 2020	human
EIF4G3	down	Barone 2020	human
EIF5A	down	Barone 2020	human
EIF5A2	up	Barone 2020	human
ELOF1	down	Barone 2020	human
ELOVL2	down	Barone 2020	human
ELP4	up	Barone 2020	human
ENKD1	down	Barone 2020	human
ENPP1	down	Barone 2020	human
ENPP4	down	Barone 2020	human
ENTHD2	down	Barone 2020	human
EP400NL	down	Barone 2020	human
EPAS1	down	Barone 2020	human
EPB41L4B	up	Barone 2020	human
EPB41L5	down	Barone 2020	human
EPHA4	up	Barone 2020	human
EPHB1	up	Barone 2020	human
EPS15L1	down	Barone 2020	human
EPT1	up	Barone 2020	human
ERAL1	down	Barone 2020	human
ERAP2	up	Barone 2020	human
ERCC3	down	Barone 2020	human
ERG	down	Barone 2020	human
ERI1	up	Barone 2020	human
ERMP1	down	Barone 2020	human
ERP44	down	Barone 2020	human
ESRG	up	Barone 2020	human
ESYT3	up	Barone 2020	human
ETNK1	up	Barone 2020	human
EVI5	up	Barone 2020	human
EWSR1	down	Barone 2020	human
EXD1	up	Barone 2020	human
EXOC3L2	up	Barone 2020	human
EXOC4	up	Barone 2020	human
EXOC6B	down	Barone 2020	human
EXOC7	down	Barone 2020	human
EXOSC6	up	Barone 2020	human
F11R	up	Barone 2020	human
F2R	up	Barone 2020	human
F3	up	Barone 2020	human
F5	up	Barone 2020	human
FABP5	up	Barone 2020	human
FADD	down	Barone 2020	human
FAH	up	Barone 2020	human
FAHD2A	up	Barone 2020	human
FAM102A	up	Barone 2020	human
FAM106A	up	Barone 2020	human
FAM110C	down	Barone 2020	human
FAM117A	up	Barone 2020	human
FAM118A	down	Barone 2020	human
FAM126B	up	Barone 2020	human
FAM134A	up	Barone 2020	human
FAM154A	down	Barone 2020	human
FAM161A	up	Barone 2020	human
FAM163B	down	Barone 2020	human
FAM192A	up	Barone 2020	human
FAM193A	down	Barone 2020	human
FAM199X	up	Barone 2020	human
FAM200A	down	Barone 2020	human
FAM204A	up	Barone 2020	human
FAM227A	down	Barone 2020	human
FAM228A	up	Barone 2020	human
FAM230B	up	Barone 2020	human
FAM230C	up	Barone 2020	human
FAM41C	down	Barone 2020	human
FAM46B	down	Barone 2020	human
FAM53C	down	Barone 2020	human
FAM71F2	up	Barone 2020	human
FAM76B	up	Barone 2020	human
FAM83B	down	Barone 2020	human
FAM83E	down	Barone 2020	human
FAM83H-AS1	up	Barone 2020	human
FAM96A	up	Barone 2020	human
FAM98B	up	Barone 2020	human
FANCF	up	Barone 2020	human
FANCL	down	Barone 2020	human
FAR2P2	up	Barone 2020	human
FBL	up	Barone 2020	human
FBLIM1	up	Barone 2020	human
FBLN5	up	Barone 2020	human
FBLN7	up	Barone 2020	human
FBXL18	up	Barone 2020	human
FBXO36	down	Barone 2020	human
FBXO42	down	Barone 2020	human
FBXO48	up	Barone 2020	human
FBXW12	down	Barone 2020	human
FCF1	down	Barone 2020	human
FCHSD2	up	Barone 2020	human
FDX1	up	Barone 2020	human
FEM1B	up	Barone 2020	human
FERMT2	down	Barone 2020	human
FEZF2	down	Barone 2020	human
FFAR4	up	Barone 2020	human
FGD3	down	Barone 2020	human
FGD5	down	Barone 2020	human
FGD5P1	up	Barone 2020	human
FGF5	up	Barone 2020	human
FH	up	Barone 2020	human
FIG4	down	Barone 2020	human
FIGLA	up	Barone 2020	human
FKBP14	up	Barone 2020	human
FLCN	up	Barone 2020	human
FLJ30403	up	Barone 2020	human
FLJ31356	up	Barone 2020	human
FLJ31662	up	Barone 2020	human
FLJ36777	up	Barone 2020	human
FLJ42102	up	Barone 2020	human
FLJ43315	up	Barone 2020	human
FLJ44635	down	Barone 2020	human
FLOT2	down	Barone 2020	human
FLRT2	up	Barone 2020	human
FLT1	up	Barone 2020	human
FNBP4	down	Barone 2020	human
FNDC4	down	Barone 2020	human
FNTA	up	Barone 2020	human
FOLR4	down	Barone 2020	human
FOSL1	down	Barone 2020	human
FOXD4L5	down	Barone 2020	human
FOXK2	down	Barone 2020	human
FOXL2NB	up	Barone 2020	human
FOXQ1	down	Barone 2020	human
FOXR1	up	Barone 2020	human
FOXRED2	down	Barone 2020	human
FRMD4B	down	Barone 2020	human
FRRS1L	up	Barone 2020	human
FRS3	down	Barone 2020	human
FRYL	down	Barone 2020	human
FTH1	up	Barone 2020	human
FTL	down	Barone 2020	human
FUCA1	down	Barone 2020	human
FUT4	down	Barone 2020	human
FXR1	up	Barone 2020	human
FYCO1	down	Barone 2020	human
FZD10-AS1	up	Barone 2020	human
FZD3	down	Barone 2020	human
G3BP1	down	Barone 2020	human
G6PD	down	Barone 2020	human
GABARAPL1	up	Barone 2020	human
GALNT15	up	Barone 2020	human
GALNT3	down	Barone 2020	human
GAPDH	up	Barone 2020	human
GAREM	up	Barone 2020	human
GARS	down	Barone 2020	human
GAS2L3	up	Barone 2020	human
GAS6-AS2	up	Barone 2020	human
GAS7	down	Barone 2020	human
GATA6	up	Barone 2020	human
GATAD2A	down	Barone 2020	human
GCA	up	Barone 2020	human
GCC2	down	Barone 2020	human
GCLM	up	Barone 2020	human
GDI1	down	Barone 2020	human
GFOD2	up	Barone 2020	human
GFRA1	up	Barone 2020	human
GGT8P	up	Barone 2020	human
GID8	down	Barone 2020	human
GINS2	down	Barone 2020	human
GJA1	up	Barone 2020	human
GLDN	up	Barone 2020	human
GLI3	down	Barone 2020	human
GLO1	down	Barone 2020	human
GLRX	up	Barone 2020	human
GLUD1	up	Barone 2020	human
GMPS	up	Barone 2020	human
GNA11	down	Barone 2020	human
GNA12	up	Barone 2020	human
GNAO1	up	Barone 2020	human
GNAS	up	Barone 2020	human
GNB1	down	Barone 2020	human
GNL2	down	Barone 2020	human
GNL3	down	Barone 2020	human
GNPDA1	down	Barone 2020	human
GNPNAT1	up	Barone 2020	human
GOLGA4	down	Barone 2020	human
GOLGA6C	up	Barone 2020	human
GOLGA6L6	up	Barone 2020	human
GOLIM4	down	Barone 2020	human
GOSR1	up	Barone 2020	human
GOT2	down	Barone 2020	human
GPATCH1	down	Barone 2020	human
GPATCH8	up	Barone 2020	human
GPBP1	up	Barone 2020	human
GPC6	up	Barone 2020	human
GPKOW	up	Barone 2020	human
GPR133	up	Barone 2020	human
GPR143	up	Barone 2020	human
GPR160	down	Barone 2020	human
GRAMD1B	up	Barone 2020	human
GRB7	down	Barone 2020	human
GRM4	down	Barone 2020	human
GRM6	down	Barone 2020	human
GRN	up	Barone 2020	human
GRWD1	up	Barone 2020	human
GSPT1	down	Barone 2020	human
GSTA1	up	Barone 2020	human
GSTA4	up	Barone 2020	human
GSTP1	up	Barone 2020	human
GSTTP2	up	Barone 2020	human
GTF2H2	up	Barone 2020	human
GTF3C3	down	Barone 2020	human
GUCA1B	up	Barone 2020	human
GUSBP10	down	Barone 2020	human
GZF1	up	Barone 2020	human
H2AFX	down	Barone 2020	human
H6PD	up	Barone 2020	human
HABP2	down	Barone 2020	human
HAUS5	down	Barone 2020	human
HAUS8	down	Barone 2020	human
HCAR3	down	Barone 2020	human
HCN4	down	Barone 2020	human
HDAC3	up	Barone 2020	human
HDGFL1	down	Barone 2020	human
HDGFRP2	down	Barone 2020	human
HDGFRP3	down	Barone 2020	human
HDHD2	up	Barone 2020	human
HDHD3	down	Barone 2020	human
HEATR5A	up	Barone 2020	human
HECTD4	down	Barone 2020	human
HELLS	down	Barone 2020	human
HELQ	up	Barone 2020	human
HERC2P7	down	Barone 2020	human
HEXIM1	down	Barone 2020	human
HEYL	down	Barone 2020	human
HGSNAT	up	Barone 2020	human
HHLA1	down	Barone 2020	human
HIATL1	up	Barone 2020	human
HINT2	down	Barone 2020	human
HIP1R	down	Barone 2020	human
HIPK3	down	Barone 2020	human
HIST1H1E	down	Barone 2020	human
HIST1H2AG	down	Barone 2020	human
HKR1	up	Barone 2020	human
HMG20A	down	Barone 2020	human
HMG20B	down	Barone 2020	human
HMGA1	down	Barone 2020	human
HMGB3P1	up	Barone 2020	human
HMGN4	up	Barone 2020	human
HNRNPA0	down	Barone 2020	human
HNRNPA1P33	up	Barone 2020	human
HNRNPA3	up	Barone 2020	human
HOMER2	down	Barone 2020	human
HOOK3	up	Barone 2020	human
HOXA4	up	Barone 2020	human
HOXC9	up	Barone 2020	human
HPGDS	down	Barone 2020	human
HSD17B12	up	Barone 2020	human
HSD17B7	up	Barone 2020	human
HSD3BP4	up	Barone 2020	human
HSDL1	up	Barone 2020	human
HSF5	up	Barone 2020	human
HSPA2	up	Barone 2020	human
HTR3C	up	Barone 2020	human
HTRA4	up	Barone 2020	human
